"TIME","GEO","CITIZEN","AGE","SEX","Value"
"2002","Sweden","Eritrea","Total","Total","1,007"
"2002","Sweden","Somalia","Total","Total","9,570"
"2002","Sweden","Congo","Total","Total","103"
"2002","Sweden","Guinea","Total","Total","49"
"2002","Sweden","Nigeria","Total","Total","427"
"2002","Sweden","China (including Hong Kong)","Total","Total",":"
"2002","Sweden","Afghanistan","Total","Total","4,563"
"2002","Sweden","Bangladesh","Total","Total","1,031"
"2002","Sweden","Iran","Total","Total","13,499"
"2002","Sweden","Pakistan","Total","Total","990"
"2002","Sweden","Armenia","Total","Total","387"
"2002","Sweden","Georgia","Total","Total","101"
"2002","Sweden","Iraq","Total","Total","36,221"
"2002","Sweden","Syria","Total","Total","5,984"
"2002","United Kingdom","Reporting country","Total","Total",":"
"2002","United Kingdom","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2002","United Kingdom","Turkey","Total","Total",":"
"2002","United Kingdom","Serbia","Total","Total",":"
"2002","United Kingdom","Russia","Total","Total",":"
"2002","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2002","United Kingdom","Eritrea","Total","Total",":"
"2002","United Kingdom","Somalia","Total","Total",":"
"2002","United Kingdom","Congo","Total","Total",":"
"2002","United Kingdom","Guinea","Total","Total",":"
"2002","United Kingdom","Nigeria","Total","Total",":"
"2002","United Kingdom","China (including Hong Kong)","Total","Total",":"
"2002","United Kingdom","Afghanistan","Total","Total",":"
"2002","United Kingdom","Bangladesh","Total","Total",":"
"2002","United Kingdom","Iran","Total","Total",":"
"2002","United Kingdom","Pakistan","Total","Total",":"
"2002","United Kingdom","Armenia","Total","Total",":"
"2002","United Kingdom","Georgia","Total","Total",":"
"2002","United Kingdom","Iraq","Total","Total",":"
"2002","United Kingdom","Syria","Total","Total",":"
"2002","Iceland","Reporting country","Total","Total","276,725"
"2002","Iceland","Former Yugoslav Republic of Macedonia, the","Total","Total","17"
"2002","Iceland","Turkey","Total","Total","23"
"2002","Iceland","Serbia","Total","Total",":"
"2002","Iceland","Russia","Total","Total","214"
"2002","Iceland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2002","Iceland","Eritrea","Total","Total","0"
"2002","Iceland","Somalia","Total","Total","1"
"2002","Iceland","Congo","Total","Total","1"
"2002","Iceland","Guinea","Total","Total","7"
"2002","Iceland","Nigeria","Total","Total","26"
"2002","Iceland","China (including Hong Kong)","Total","Total","143"
"2002","Iceland","Afghanistan","Total","Total","3"
"2002","Iceland","Bangladesh","Total","Total","0"
"2002","Iceland","Iran","Total","Total","4"
"2002","Iceland","Pakistan","Total","Total","8"
"2002","Iceland","Armenia","Total","Total","1"
"2002","Iceland","Georgia","Total","Total","15"
"2002","Iceland","Iraq","Total","Total","10"
"2002","Iceland","Syria","Total","Total","8"
"2002","Norway","Reporting country","Total","Total","4,338,203"
"2002","Norway","Former Yugoslav Republic of Macedonia, the","Total","Total","289"
"2002","Norway","Turkey","Total","Total","3,339"
"2002","Norway","Serbia","Total","Total",":"
"2002","Norway","Russia","Total","Total","3,882"
"2002","Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2002","Norway","Eritrea","Total","Total","227"
"2002","Norway","Somalia","Total","Total","6,588"
"2002","Norway","Congo","Total","Total","84"
"2002","Norway","Guinea","Total","Total","18"
"2002","Norway","Nigeria","Total","Total","245"
"2002","Norway","China (including Hong Kong)","Total","Total",":"
"2002","Norway","Afghanistan","Total","Total","1,816"
"2002","Norway","Bangladesh","Total","Total","220"
"2002","Norway","Iran","Total","Total","4,249"
"2002","Norway","Pakistan","Total","Total","6,867"
"2002","Norway","Armenia","Total","Total","84"
"2002","Norway","Georgia","Total","Total","58"
"2002","Norway","Iraq","Total","Total","10,778"
"2002","Norway","Syria","Total","Total","241"
"2002","Switzerland","Reporting country","Total","Total","5,808,100"
"2002","Switzerland","Former Yugoslav Republic of Macedonia, the","Total","Total","58,549"
"2002","Switzerland","Turkey","Total","Total","79,990"
"2002","Switzerland","Serbia","Total","Total","0"
"2002","Switzerland","Russia","Total","Total","6,347"
"2002","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2002","Switzerland","Eritrea","Total","Total","682"
"2002","Switzerland","Somalia","Total","Total","967"
"2002","Switzerland","Congo","Total","Total","424"
"2002","Switzerland","Guinea","Total","Total","272"
"2002","Switzerland","Nigeria","Total","Total","1,114"
"2002","Switzerland","China (including Hong Kong)","Total","Total","7,274"
"2002","Switzerland","Afghanistan","Total","Total","1,478"
"2002","Switzerland","Bangladesh","Total","Total","629"
"2002","Switzerland","Iran","Total","Total","2,961"
"2002","Switzerland","Pakistan","Total","Total","2,014"
"2002","Switzerland","Armenia","Total","Total","166"
"2002","Switzerland","Georgia","Total","Total","213"
"2002","Switzerland","Iraq","Total","Total","2,295"
"2002","Switzerland","Syria","Total","Total","731"
"2003","Belgium","Reporting country","Total","Total","9,505,767"
"2003","Belgium","Former Yugoslav Republic of Macedonia, the","Total","Total","1,747"
"2003","Belgium","Turkey","Total","Total","43,300"
"2003","Belgium","Serbia","Total","Total",":"
"2003","Belgium","Russia","Total","Total","3,451"
"2003","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Belgium","Eritrea","Total","Total","20"
"2003","Belgium","Somalia","Total","Total","589"
"2003","Belgium","Congo","Total","Total","1,111"
"2003","Belgium","Guinea","Total","Total","834"
"2003","Belgium","Nigeria","Total","Total","1,488"
"2003","Belgium","China (including Hong Kong)","Total","Total","6,016"
"2003","Belgium","Afghanistan","Total","Total","540"
"2003","Belgium","Bangladesh","Total","Total","691"
"2003","Belgium","Iran","Total","Total","1,138"
"2003","Belgium","Pakistan","Total","Total","2,417"
"2003","Belgium","Armenia","Total","Total","1,316"
"2003","Belgium","Georgia","Total","Total","493"
"2003","Belgium","Iraq","Total","Total","578"
"2003","Belgium","Syria","Total","Total","846"
"2003","Bulgaria","Reporting country","Total","Total",":"
"2003","Bulgaria","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2003","Bulgaria","Turkey","Total","Total",":"
"2003","Bulgaria","Serbia","Total","Total",":"
"2003","Bulgaria","Russia","Total","Total",":"
"2003","Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Bulgaria","Eritrea","Total","Total",":"
"2003","Bulgaria","Somalia","Total","Total",":"
"2003","Bulgaria","Congo","Total","Total",":"
"2003","Bulgaria","Guinea","Total","Total",":"
"2003","Bulgaria","Nigeria","Total","Total",":"
"2003","Bulgaria","China (including Hong Kong)","Total","Total",":"
"2003","Bulgaria","Afghanistan","Total","Total",":"
"2003","Bulgaria","Bangladesh","Total","Total",":"
"2003","Bulgaria","Iran","Total","Total",":"
"2003","Bulgaria","Pakistan","Total","Total",":"
"2003","Bulgaria","Armenia","Total","Total",":"
"2003","Bulgaria","Georgia","Total","Total",":"
"2003","Bulgaria","Iraq","Total","Total",":"
"2003","Bulgaria","Syria","Total","Total",":"
"2003","Czech Republic","Reporting country","Total","Total","10,024,115"
"2003","Czech Republic","Former Yugoslav Republic of Macedonia, the","Total","Total","845"
"2003","Czech Republic","Turkey","Total","Total","326"
"2003","Czech Republic","Serbia","Total","Total",":"
"2003","Czech Republic","Russia","Total","Total","11,808"
"2003","Czech Republic","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Czech Republic","Eritrea","Total","Total","3"
"2003","Czech Republic","Somalia","Total","Total","2"
"2003","Czech Republic","Congo","Total","Total","55"
"2003","Czech Republic","Guinea","Total","Total","27"
"2003","Czech Republic","Nigeria","Total","Total","163"
"2003","Czech Republic","China (including Hong Kong)","Total","Total","2,976"
"2003","Czech Republic","Afghanistan","Total","Total","215"
"2003","Czech Republic","Bangladesh","Total","Total","35"
"2003","Czech Republic","Iran","Total","Total","116"
"2003","Czech Republic","Pakistan","Total","Total","213"
"2003","Czech Republic","Armenia","Total","Total","1,017"
"2003","Czech Republic","Georgia","Total","Total","292"
"2003","Czech Republic","Iraq","Total","Total","183"
"2003","Czech Republic","Syria","Total","Total","315"
"2003","Denmark","Reporting country","Total","Total","5,118,083"
"2003","Denmark","Former Yugoslav Republic of Macedonia, the","Total","Total","1,803"
"2003","Denmark","Turkey","Total","Total","31,898"
"2003","Denmark","Serbia","Total","Total",":"
"2003","Denmark","Russia","Total","Total","2,579"
"2003","Denmark","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Denmark","Eritrea","Total","Total","82"
"2003","Denmark","Somalia","Total","Total","13,306"
"2003","Denmark","Congo","Total","Total","144"
"2003","Denmark","Guinea","Total","Total","43"
"2003","Denmark","Nigeria","Total","Total","432"
"2003","Denmark","China (including Hong Kong)","Total","Total","4,000"
"2003","Denmark","Afghanistan","Total","Total","8,220"
"2003","Denmark","Bangladesh","Total","Total","160"
"2003","Denmark","Iran","Total","Total","4,797"
"2003","Denmark","Pakistan","Total","Total","6,917"
"2003","Denmark","Armenia","Total","Total","440"
"2003","Denmark","Georgia","Total","Total","116"
"2003","Denmark","Iraq","Total","Total","17,955"
"2003","Denmark","Syria","Total","Total","580"
"2003","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","75,188,729"
"2003","Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Total","Total","58,250"
"2003","Germany (until 1990 former territory of the FRG)","Turkey","Total","Total","1,912,169"
"2003","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total",":"
"2003","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","155,583"
"2003","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","4,945"
"2003","Germany (until 1990 former territory of the FRG)","Somalia","Total","Total","7,199"
"2003","Germany (until 1990 former territory of the FRG)","Congo","Total","Total","2,112"
"2003","Germany (until 1990 former territory of the FRG)","Guinea","Total","Total","2,533"
"2003","Germany (until 1990 former territory of the FRG)","Nigeria","Total","Total","16,183"
"2003","Germany (until 1990 former territory of the FRG)","China (including Hong Kong)","Total","Total","77,306"
"2003","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","69,016"
"2003","Germany (until 1990 former territory of the FRG)","Bangladesh","Total","Total","5,644"
"2003","Germany (until 1990 former territory of the FRG)","Iran","Total","Total","88,711"
"2003","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","34,937"
"2003","Germany (until 1990 former territory of the FRG)","Armenia","Total","Total","11,442"
"2003","Germany (until 1990 former territory of the FRG)","Georgia","Total","Total","13,120"
"2003","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","83,299"
"2003","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","28,679"
"2003","Estonia","Reporting country","Total","Total",":"
"2003","Estonia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2003","Estonia","Turkey","Total","Total",":"
"2003","Estonia","Serbia","Total","Total",":"
"2003","Estonia","Russia","Total","Total",":"
"2003","Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Estonia","Eritrea","Total","Total",":"
"2003","Estonia","Somalia","Total","Total",":"
"2003","Estonia","Congo","Total","Total",":"
"2003","Estonia","Guinea","Total","Total",":"
"2003","Estonia","Nigeria","Total","Total",":"
"2003","Estonia","China (including Hong Kong)","Total","Total",":"
"2003","Estonia","Afghanistan","Total","Total",":"
"2003","Estonia","Bangladesh","Total","Total",":"
"2003","Estonia","Iran","Total","Total",":"
"2003","Estonia","Pakistan","Total","Total",":"
"2003","Estonia","Armenia","Total","Total",":"
"2003","Estonia","Georgia","Total","Total",":"
"2003","Estonia","Iraq","Total","Total",":"
"2003","Estonia","Syria","Total","Total",":"
"2003","Ireland","Reporting country","Total","Total","3,634,448"
"2003","Ireland","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2003","Ireland","Turkey","Total","Total",":"
"2003","Ireland","Serbia","Total","Total",":"
"2003","Ireland","Russia","Total","Total",":"
"2003","Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Ireland","Eritrea","Total","Total",":"
"2003","Ireland","Somalia","Total","Total",":"
"2003","Ireland","Congo","Total","Total",":"
"2003","Ireland","Guinea","Total","Total",":"
"2003","Ireland","Nigeria","Total","Total",":"
"2003","Ireland","China (including Hong Kong)","Total","Total",":"
"2003","Ireland","Afghanistan","Total","Total",":"
"2003","Ireland","Bangladesh","Total","Total",":"
"2003","Ireland","Iran","Total","Total",":"
"2003","Ireland","Pakistan","Total","Total",":"
"2003","Ireland","Armenia","Total","Total",":"
"2003","Ireland","Georgia","Total","Total",":"
"2003","Ireland","Iraq","Total","Total",":"
"2003","Ireland","Syria","Total","Total",":"
"2003","Greece","Reporting country","Total","Total",":"
"2003","Greece","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2003","Greece","Turkey","Total","Total",":"
"2003","Greece","Serbia","Total","Total",":"
"2003","Greece","Russia","Total","Total",":"
"2003","Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Greece","Eritrea","Total","Total",":"
"2003","Greece","Somalia","Total","Total",":"
"2003","Greece","Congo","Total","Total",":"
"2003","Greece","Guinea","Total","Total",":"
"2003","Greece","Nigeria","Total","Total",":"
"2003","Greece","China (including Hong Kong)","Total","Total",":"
"2003","Greece","Afghanistan","Total","Total",":"
"2003","Greece","Bangladesh","Total","Total",":"
"2003","Greece","Iran","Total","Total",":"
"2003","Greece","Pakistan","Total","Total",":"
"2003","Greece","Armenia","Total","Total",":"
"2003","Greece","Georgia","Total","Total",":"
"2003","Greece","Iraq","Total","Total",":"
"2003","Greece","Syria","Total","Total",":"
"2003","Spain","Reporting country","Total","Total","39,474,489"
"2003","Spain","Former Yugoslav Republic of Macedonia, the","Total","Total","273"
"2003","Spain","Turkey","Total","Total","877"
"2003","Spain","Serbia","Total","Total",":"
"2003","Spain","Russia","Total","Total","19,514"
"2003","Spain","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2003","Spain","Eritrea","Total","Total","39"
"2003","Spain","Somalia","Total","Total","265"
